datetime,city,vehicle_count,weather,day_of_week,temperature_celsius,humidity,hour,is_peak_hour,road_segment
2024-01-13 13:00:00,Chennai,1393,Rain,Saturday,30.1,66,13,0,T Nagar
2024-01-13 14:00:00,Chennai,883,Rain,Saturday,27.9,81,14,0,OMR
2024-01-13 15:00:00,Chennai,2104,Haze,Saturday,28.0,68,15,0,Adyar
2024-01-13 16:00:00,Chennai,1976,Cloudy,Saturday,36.5,60,16,0,Tambaram
2024-01-13 17:00:00,Chennai,3549,Cloudy,Saturday,26.5,77,17,1,Anna Nagar
2024-01-13 18:00:00,Chennai,5469,Clear,Saturday,26.1,82,18,1,T Nagar
2024-01-13 19:00:00,Chennai,2869,Rain,Saturday,31.4,64,19,1,OMR
2024-01-13 20:00:00,Chennai,2782,Mist,Saturday,34.2,87,20,1,Adyar
2024-01-13 21:00:00,Chennai,2144,Mist,Saturday,34.6,81,21,0,Tambaram
2024-01-13 22:00:00,Chennai,1772,Cloudy,Saturday,30.5,65,22,0,Anna Nagar
2024-01-13 23:00:00,Chennai,294,Drizzle,Saturday,34.3,69,23,0,T Nagar
2024-01-14 00:00:00,Chennai,156,Rain,Sunday,29.9,76,0,0,OMR
2024-01-14 01:00:00,Chennai,544,Haze,Sunday,26.9,69,1,0,Adyar
2024-01-14 02:00:00,Chennai,381,Mist,Sunday,36.2,79,2,0,Tambaram
2024-01-14 03:00:00,Chennai,470,Drizzle,Sunday,30.0,60,3,0,Anna Nagar
2024-01-14 04:00:00,Chennai,231,Mist,Sunday,26.3,83,4,0,T Nagar
2024-01-14 05:00:00,Chennai,674,Haze,Sunday,36.7,61,5,0,OMR
2024-01-14 06:00:00,Chennai,1646,Rain,Sunday,26.5,88,6,0,Adyar
2024-01-14 07:00:00,Chennai,1840,Clear,Sunday,34.8,66,7,0,Tambaram
2024-01-14 08:00:00,Chennai,5069,Haze,Sunday,26.4,63,8,1,Anna Nagar
2024-01-14 09:00:00,Chennai,4708,Mist,Sunday,30.5,79,9,1,T Nagar
2024-01-14 10:00:00,Chennai,4634,Clear,Sunday,33.2,73,10,1,OMR
2024-01-14 11:00:00,Chennai,1690,Cloudy,Sunday,27.6,70,11,0,Adyar
2024-01-14 12:00:00,Chennai,977,Drizzle,Sunday,29.7,83,12,0,Tambaram
2024-01-14 13:00:00,Chennai,953,Cloudy,Sunday,37.4,77,13,0,Anna Nagar
2024-01-14 14:00:00,Chennai,1892,Cloudy,Sunday,34.6,67,14,0,T Nagar
2024-01-14 15:00:00,Chennai,1639,Clear,Sunday,37.9,75,15,0,OMR
2024-01-14 16:00:00,Chennai,1933,Clear,Sunday,37.1,79,16,0,Adyar
2024-01-14 17:00:00,Chennai,4406,Drizzle,Sunday,37.0,79,17,1,Tambaram
2024-01-14 18:00:00,Chennai,4250,Clear,Sunday,34.7,83,18,1,Anna Nagar
2024-01-14 19:00:00,Chennai,4528,Haze,Sunday,28.0,68,19,1,T Nagar
2024-01-14 20:00:00,Chennai,4638,Drizzle,Sunday,27.7,88,20,1,OMR
2024-01-14 21:00:00,Chennai,2015,Mist,Sunday,31.1,71,21,0,Adyar
2024-01-14 22:00:00,Chennai,1552,Haze,Sunday,36.3,80,22,0,Tambaram
2024-01-14 23:00:00,Chennai,341,Rain,Sunday,37.0,67,23,0,Anna Nagar
2024-01-15 00:00:00,Chennai,605,Rain,Monday,34.7,67,0,0,T Nagar
2024-01-15 01:00:00,Chennai,463,Rain,Monday,33.9,61,1,0,OMR
2024-01-15 02:00:00,Chennai,213,Rain,Monday,32.4,68,2,0,Adyar
2024-01-15 03:00:00,Chennai,306,Drizzle,Monday,37.6,83,3,0,Tambaram
2024-01-15 04:00:00,Chennai,692,Cloudy,Monday,29.7,62,4,0,Anna Nagar
2024-01-15 05:00:00,Chennai,450,Mist,Monday,35.7,85,5,0,T Nagar
2024-01-15 06:00:00,Chennai,2377,Mist,Monday,32.2,67,6,0,OMR
2024-01-15 07:00:00,Chennai,1406,Mist,Monday,32.3,89,7,0,Adyar
2024-01-15 08:00:00,Chennai,5950,Mist,Monday,33.7,72,8,1,Tambaram
2024-01-15 09:00:00,Chennai,4003,Rain,Monday,28.1,68,9,1,Anna Nagar
2024-01-15 10:00:00,Chennai,5871,Mist,Monday,31.9,81,10,1,T Nagar
2024-01-15 11:00:00,Chennai,1311,Haze,Monday,31.7,79,11,0,OMR
2024-01-15 12:00:00,Chennai,1247,Mist,Monday,33.6,60,12,0,Adyar
2024-01-15 13:00:00,Chennai,1339,Drizzle,Monday,29.6,84,13,0,Tambaram
2024-01-15 14:00:00,Chennai,1241,Haze,Monday,26.0,62,14,0,Anna Nagar
2024-01-15 15:00:00,Chennai,1142,Cloudy,Monday,35.0,80,15,0,T Nagar
2024-01-15 16:00:00,Chennai,1734,Rain,Monday,34.3,75,16,0,OMR
2024-01-15 17:00:00,Chennai,2782,Rain,Monday,35.1,83,17,1,Adyar
2024-01-15 18:00:00,Chennai,3088,Drizzle,Monday,35.1,88,18,1,Tambaram
2024-01-15 19:00:00,Chennai,6028,Cloudy,Monday,26.9,82,19,1,Anna Nagar
2024-01-15 20:00:00,Chennai,5492,Haze,Monday,31.7,66,20,1,T Nagar
2024-01-15 21:00:00,Chennai,1984,Rain,Monday,25.4,86,21,0,OMR
2024-01-15 22:00:00,Chennai,1001,Haze,Monday,34.1,76,22,0,Adyar
2024-01-15 23:00:00,Chennai,772,Clear,Monday,29.1,65,23,0,Tambaram
2024-01-16 00:00:00,Chennai,658,Mist,Tuesday,28.7,87,0,0,Anna Nagar
2024-01-16 01:00:00,Chennai,485,Rain,Tuesday,29.1,64,1,0,T Nagar
2024-01-16 02:00:00,Chennai,509,Drizzle,Tuesday,27.6,74,2,0,OMR
2024-01-16 03:00:00,Chennai,586,Mist,Tuesday,26.9,71,3,0,Adyar
2024-01-16 04:00:00,Chennai,281,Cloudy,Tuesday,37.5,69,4,0,Tambaram
2024-01-16 05:00:00,Chennai,328,Mist,Tuesday,28.4,61,5,0,Anna Nagar
2024-01-16 06:00:00,Chennai,1427,Mist,Tuesday,26.7,65,6,0,T Nagar
2024-01-16 07:00:00,Chennai,1832,Rain,Tuesday,26.3,64,7,0,OMR
2024-01-16 08:00:00,Chennai,4758,Clear,Tuesday,28.9,67,8,1,Adyar
2024-01-16 09:00:00,Chennai,5945,Cloudy,Tuesday,25.8,81,9,1,Tambaram
2024-01-16 10:00:00,Chennai,4973,Mist,Tuesday,26.4,72,10,1,Anna Nagar
2024-01-16 11:00:00,Chennai,1298,Clear,Tuesday,31.0,75,11,0,T Nagar
2024-01-16 12:00:00,Chennai,2321,Haze,Tuesday,37.1,71,12,0,OMR
2024-01-16 13:00:00,Chennai,671,Rain,Tuesday,28.7,63,13,0,Adyar
2024-01-16 14:00:00,Chennai,785,Drizzle,Tuesday,33.0,83,14,0,Tambaram
2024-01-16 15:00:00,Chennai,2339,Clear,Tuesday,31.3,86,15,0,Anna Nagar
2024-01-16 16:00:00,Chennai,931,Haze,Tuesday,32.9,75,16,0,T Nagar
2024-01-16 17:00:00,Chennai,3157,Mist,Tuesday,37.2,69,17,1,OMR
2024-01-16 18:00:00,Chennai,4103,Mist,Tuesday,36.7,73,18,1,Adyar
2024-01-16 19:00:00,Chennai,6575,Mist,Tuesday,35.0,80,19,1,Tambaram
2024-01-16 20:00:00,Chennai,3544,Mist,Tuesday,27.6,80,20,1,Anna Nagar
2024-01-16 21:00:00,Chennai,815,Rain,Tuesday,33.4,73,21,0,T Nagar
2024-01-16 22:00:00,Chennai,1899,Cloudy,Tuesday,29.2,74,22,0,OMR
2024-01-16 23:00:00,Chennai,190,Rain,Tuesday,35.8,61,23,0,Adyar
2024-01-17 00:00:00,Chennai,491,Haze,Wednesday,25.5,88,0,0,Tambaram
2024-01-17 01:00:00,Chennai,357,Mist,Wednesday,31.9,84,1,0,Anna Nagar
2024-01-17 02:00:00,Chennai,227,Rain,Wednesday,29.9,79,2,0,T Nagar
2024-01-17 03:00:00,Chennai,401,Haze,Wednesday,30.0,82,3,0,OMR
2024-01-17 04:00:00,Chennai,587,Drizzle,Wednesday,28.0,73,4,0,Adyar
2024-01-17 05:00:00,Chennai,255,Haze,Wednesday,27.9,74,5,0,Tambaram
2024-01-17 06:00:00,Chennai,2458,Cloudy,Wednesday,33.7,83,6,0,Anna Nagar
2024-01-17 07:00:00,Chennai,842,Drizzle,Wednesday,32.7,61,7,0,T Nagar
2024-01-17 08:00:00,Chennai,3052,Mist,Wednesday,35.8,60,8,1,OMR
2024-01-17 09:00:00,Chennai,4690,Drizzle,Wednesday,30.8,63,9,1,Adyar
2024-01-17 10:00:00,Chennai,5168,Cloudy,Wednesday,34.3,83,10,1,Tambaram
2024-01-17 11:00:00,Chennai,1608,Haze,Wednesday,31.5,63,11,0,Anna Nagar
2024-01-17 12:00:00,Chennai,1741,Rain,Wednesday,32.3,72,12,0,T Nagar
2024-01-17 13:00:00,Chennai,2426,Clear,Wednesday,26.4,89,13,0,OMR
2024-01-17 14:00:00,Chennai,1363,Drizzle,Wednesday,31.4,81,14,0,Adyar
2024-01-17 15:00:00,Chennai,1325,Mist,Wednesday,31.1,66,15,0,Tambaram
2024-01-17 16:00:00,Chennai,2038,Cloudy,Wednesday,26.8,65,16,0,Anna Nagar
2024-01-17 17:00:00,Chennai,5321,Haze,Wednesday,28.9,85,17,1,T Nagar
2024-01-17 18:00:00,Chennai,4372,Cloudy,Wednesday,29.5,85,18,1,OMR
2024-01-17 19:00:00,Chennai,3903,Mist,Wednesday,38.0,85,19,1,Adyar
2024-01-17 20:00:00,Chennai,3715,Mist,Wednesday,26.7,85,20,1,Tambaram
2024-01-17 21:00:00,Chennai,1687,Clear,Wednesday,29.6,87,21,0,Anna Nagar
2024-01-17 22:00:00,Chennai,1497,Cloudy,Wednesday,33.3,80,22,0,T Nagar
2024-01-17 23:00:00,Chennai,199,Drizzle,Wednesday,31.2,73,23,0,OMR
2024-01-18 00:00:00,Chennai,259,Clear,Thursday,29.7,73,0,0,Adyar
2024-01-18 01:00:00,Chennai,448,Drizzle,Thursday,29.1,69,1,0,Tambaram
2024-01-18 02:00:00,Chennai,315,Rain,Thursday,25.5,82,2,0,Anna Nagar
2024-01-18 03:00:00,Chennai,168,Drizzle,Thursday,34.7,71,3,0,T Nagar
2024-01-18 04:00:00,Chennai,520,Rain,Thursday,32.6,77,4,0,OMR
2024-01-18 05:00:00,Chennai,593,Mist,Thursday,38.0,63,5,0,Adyar
2024-01-18 06:00:00,Chennai,2044,Cloudy,Thursday,35.7,71,6,0,Tambaram
2024-01-18 07:00:00,Chennai,2203,Cloudy,Thursday,33.1,68,7,0,Anna Nagar
2024-01-18 08:00:00,Chennai,4486,Drizzle,Thursday,35.7,60,8,1,T Nagar
2024-01-18 09:00:00,Chennai,6846,Clear,Thursday,27.3,75,9,1,OMR
2024-01-18 10:00:00,Chennai,6832,Haze,Thursday,30.5,77,10,1,Adyar
2024-01-18 11:00:00,Chennai,1425,Clear,Thursday,34.4,83,11,0,Tambaram
2024-01-18 12:00:00,Chennai,684,Drizzle,Thursday,30.1,77,12,0,Anna Nagar
2024-01-18 13:00:00,Chennai,1655,Rain,Thursday,25.7,65,13,0,T Nagar
2024-01-18 14:00:00,Chennai,1725,Mist,Thursday,27.5,70,14,0,OMR
2024-01-18 15:00:00,Chennai,1429,Drizzle,Thursday,27.9,82,15,0,Adyar
2024-01-18 16:00:00,Chennai,1841,Clear,Thursday,36.0,83,16,0,Tambaram
2024-01-18 17:00:00,Chennai,5924,Haze,Thursday,36.4,61,17,1,Anna Nagar
2024-01-18 18:00:00,Chennai,3797,Cloudy,Thursday,28.6,73,18,1,T Nagar
2024-01-18 19:00:00,Chennai,3041,Haze,Thursday,26.3,80,19,1,OMR
2024-01-18 20:00:00,Chennai,4955,Rain,Thursday,32.0,88,20,1,Adyar
2024-01-18 21:00:00,Chennai,1103,Clear,Thursday,26.4,89,21,0,Tambaram
2024-01-18 22:00:00,Chennai,1612,Mist,Thursday,35.6,80,22,0,Anna Nagar
2024-01-18 23:00:00,Chennai,551,Drizzle,Thursday,31.9,80,23,0,T Nagar
2024-01-19 00:00:00,Chennai,626,Mist,Friday,28.1,67,0,0,OMR
2024-01-19 01:00:00,Chennai,195,Drizzle,Friday,29.8,80,1,0,Adyar
2024-01-19 02:00:00,Chennai,773,Cloudy,Friday,32.2,72,2,0,Tambaram
2024-01-19 03:00:00,Chennai,322,Haze,Friday,36.2,78,3,0,Anna Nagar
2024-01-19 04:00:00,Chennai,652,Mist,Friday,32.8,84,4,0,T Nagar
2024-01-19 05:00:00,Chennai,493,Rain,Friday,32.7,77,5,0,OMR
2024-01-19 06:00:00,Chennai,1081,Mist,Friday,30.0,72,6,0,Adyar
2024-01-19 07:00:00,Chennai,1093,Mist,Friday,25.5,60,7,0,Tambaram
2024-01-19 08:00:00,Chennai,4017,Cloudy,Friday,28.2,76,8,1,Anna Nagar
2024-01-19 09:00:00,Chennai,5991,Mist,Friday,25.5,73,9,1,T Nagar
2024-01-19 10:00:00,Chennai,4168,Mist,Friday,26.5,64,10,1,OMR
2024-01-19 11:00:00,Chennai,1808,Cloudy,Friday,32.4,72,11,0,Adyar
2024-01-19 12:00:00,Chennai,2101,Clear,Friday,27.8,76,12,0,Tambaram
2024-01-19 13:00:00,Chennai,890,Rain,Friday,31.7,72,13,0,Anna Nagar
2024-01-19 14:00:00,Chennai,2409,Clear,Friday,29.0,88,14,0,T Nagar
2024-01-19 15:00:00,Chennai,686,Drizzle,Friday,30.3,63,15,0,OMR
2024-01-19 16:00:00,Chennai,1315,Drizzle,Friday,31.8,78,16,0,Adyar
2024-01-19 17:00:00,Chennai,3373,Rain,Friday,37.1,63,17,1,Tambaram
2024-01-19 18:00:00,Chennai,4225,Drizzle,Friday,27.5,68,18,1,Anna Nagar
2024-01-19 19:00:00,Chennai,3913,Clear,Friday,27.2,74,19,1,T Nagar
2024-01-19 20:00:00,Chennai,3099,Cloudy,Friday,29.2,72,20,1,OMR
2024-01-19 21:00:00,Chennai,1083,Haze,Friday,30.0,62,21,0,Adyar
2024-01-19 22:00:00,Chennai,1237,Haze,Friday,32.7,64,22,0,Tambaram
2024-01-19 23:00:00,Chennai,456,Drizzle,Friday,28.1,82,23,0,Anna Nagar
2024-01-20 00:00:00,Chennai,624,Haze,Saturday,26.4,60,0,0,T Nagar
2024-01-20 01:00:00,Chennai,277,Drizzle,Saturday,30.0,81,1,0,OMR
2024-01-20 02:00:00,Chennai,335,Mist,Saturday,29.7,74,2,0,Adyar
2024-01-20 03:00:00,Chennai,428,Haze,Saturday,31.6,71,3,0,Tambaram
2024-01-20 04:00:00,Chennai,582,Mist,Saturday,27.9,78,4,0,Anna Nagar
2024-01-20 05:00:00,Chennai,710,Mist,Saturday,37.2,67,5,0,T Nagar
2024-01-20 06:00:00,Chennai,1318,Clear,Saturday,28.6,68,6,0,OMR
2024-01-20 07:00:00,Chennai,1673,Cloudy,Saturday,32.2,71,7,0,Adyar
2024-01-20 08:00:00,Chennai,4545,Rain,Saturday,29.8,89,8,1,Tambaram
2024-01-20 09:00:00,Chennai,2650,Haze,Saturday,27.9,83,9,1,Anna Nagar
2024-01-20 10:00:00,Chennai,4456,Rain,Saturday,25.8,84,10,1,T Nagar
2024-01-20 11:00:00,Chennai,859,Rain,Saturday,32.3,85,11,0,OMR
2024-01-20 12:00:00,Chennai,1409,Drizzle,Saturday,37.6,66,12,0,Adyar
2024-01-20 13:00:00,Chennai,1505,Mist,Saturday,31.5,60,13,0,Tambaram
2024-01-20 14:00:00,Chennai,1693,Drizzle,Saturday,33.1,88,14,0,Anna Nagar
2024-01-20 15:00:00,Chennai,1244,Rain,Saturday,31.3,60,15,0,T Nagar
2024-01-20 16:00:00,Chennai,1219,Rain,Saturday,29.4,64,16,0,OMR
2024-01-20 17:00:00,Chennai,2568,Cloudy,Saturday,28.8,65,17,1,Adyar
2024-01-20 18:00:00,Chennai,3488,Drizzle,Saturday,30.7,67,18,1,Tambaram
2024-01-20 19:00:00,Chennai,4055,Mist,Saturday,31.6,79,19,1,Anna Nagar
2024-01-20 20:00:00,Chennai,2014,Drizzle,Saturday,31.6,85,20,1,T Nagar
2024-01-20 21:00:00,Chennai,1572,Drizzle,Saturday,35.1,74,21,0,OMR
2024-01-20 22:00:00,Chennai,796,Rain,Saturday,26.5,69,22,0,Adyar
2024-01-20 23:00:00,Chennai,460,Rain,Saturday,31.6,63,23,0,Tambaram
2024-01-21 00:00:00,Chennai,263,Mist,Sunday,26.1,74,0,0,Anna Nagar
2024-01-21 01:00:00,Chennai,199,Rain,Sunday,30.9,85,1,0,T Nagar
2024-01-21 02:00:00,Chennai,495,Cloudy,Sunday,36.3,78,2,0,OMR
2024-01-21 03:00:00,Chennai,523,Clear,Sunday,30.4,75,3,0,Adyar
2024-01-21 04:00:00,Chennai,190,Drizzle,Sunday,27.9,85,4,0,Tambaram
2024-01-21 05:00:00,Chennai,313,Mist,Sunday,35.6,80,5,0,Anna Nagar
2024-01-21 06:00:00,Chennai,1273,Haze,Sunday,29.1,63,6,0,T Nagar
2024-01-21 07:00:00,Chennai,2002,Cloudy,Sunday,25.1,86,7,0,OMR
2024-01-21 08:00:00,Chennai,4199,Drizzle,Sunday,35.6,82,8,1,Adyar
2024-01-21 09:00:00,Chennai,3909,Rain,Sunday,28.9,68,9,1,Tambaram
2024-01-21 10:00:00,Chennai,3798,Drizzle,Sunday,28.0,62,10,1,Anna Nagar
2024-01-21 11:00:00,Chennai,667,Drizzle,Sunday,35.1,83,11,0,T Nagar
2024-01-21 12:00:00,Chennai,1665,Rain,Sunday,37.1,67,12,0,OMR
2024-01-21 13:00:00,Chennai,1145,Mist,Sunday,34.7,61,13,0,Adyar
2024-01-21 14:00:00,Chennai,812,Haze,Sunday,33.7,81,14,0,Tambaram
2024-01-21 15:00:00,Chennai,1095,Mist,Sunday,33.3,80,15,0,Anna Nagar
2024-01-21 16:00:00,Chennai,1005,Clear,Sunday,31.4,65,16,0,T Nagar
2024-01-21 17:00:00,Chennai,5265,Clear,Sunday,33.4,61,17,1,OMR
2024-01-21 18:00:00,Chennai,4630,Clear,Sunday,27.1,81,18,1,Adyar
2024-01-21 19:00:00,Chennai,3209,Cloudy,Sunday,25.1,75,19,1,Tambaram
2024-01-21 20:00:00,Chennai,6153,Cloudy,Sunday,31.2,77,20,1,Anna Nagar
2024-01-21 21:00:00,Chennai,1620,Rain,Sunday,26.3,76,21,0,T Nagar
2024-01-21 22:00:00,Chennai,1111,Rain,Sunday,36.0,69,22,0,OMR
2024-01-21 23:00:00,Chennai,481,Cloudy,Sunday,35.5,83,23,0,Adyar
2024-01-22 00:00:00,Chennai,291,Cloudy,Monday,34.9,83,0,0,Tambaram
2024-01-22 01:00:00,Chennai,431,Drizzle,Monday,27.6,89,1,0,Anna Nagar
2024-01-22 02:00:00,Chennai,692,Haze,Monday,34.4,80,2,0,T Nagar
2024-01-22 03:00:00,Chennai,328,Clear,Monday,25.9,86,3,0,OMR
2024-01-22 04:00:00,Chennai,589,Mist,Monday,37.0,79,4,0,Adyar
2024-01-22 05:00:00,Chennai,216,Cloudy,Monday,33.0,87,5,0,Tambaram
2024-01-22 06:00:00,Chennai,1900,Clear,Monday,36.4,60,6,0,Anna Nagar
2024-01-22 07:00:00,Chennai,1309,Rain,Monday,35.3,81,7,0,T Nagar
2024-01-22 08:00:00,Chennai,5159,Haze,Monday,33.4,75,8,1,OMR
2024-01-22 09:00:00,Chennai,4992,Drizzle,Monday,31.8,67,9,1,Adyar
2024-01-22 10:00:00,Chennai,5412,Haze,Monday,28.9,77,10,1,Tambaram
2024-01-22 11:00:00,Chennai,1909,Rain,Monday,29.8,77,11,0,Anna Nagar
2024-01-22 12:00:00,Chennai,868,Cloudy,Monday,28.5,74,12,0,T Nagar
2024-01-22 13:00:00,Chennai,1294,Drizzle,Monday,33.8,65,13,0,OMR
2024-01-22 14:00:00,Chennai,1425,Mist,Monday,25.5,65,14,0,Adyar
2024-01-22 15:00:00,Chennai,1223,Drizzle,Monday,36.1,70,15,0,Tambaram
2024-01-22 16:00:00,Chennai,626,Drizzle,Monday,35.7,71,16,0,Anna Nagar
2024-01-22 17:00:00,Chennai,6356,Cloudy,Monday,25.0,64,17,1,T Nagar
2024-01-22 18:00:00,Chennai,3377,Haze,Monday,35.5,83,18,1,OMR
2024-01-22 19:00:00,Chennai,3611,Haze,Monday,37.7,71,19,1,Adyar
2024-01-22 20:00:00,Chennai,5922,Clear,Monday,25.8,72,20,1,Tambaram
2024-01-22 21:00:00,Chennai,1826,Haze,Monday,28.1,88,21,0,Anna Nagar
2024-01-22 22:00:00,Chennai,1025,Haze,Monday,31.7,67,22,0,T Nagar
2024-01-22 23:00:00,Chennai,327,Mist,Monday,28.9,74,23,0,OMR
2024-01-23 00:00:00,Chennai,400,Rain,Tuesday,37.5,83,0,0,Adyar
2024-01-23 01:00:00,Chennai,585,Haze,Tuesday,37.6,70,1,0,Tambaram
2024-01-23 02:00:00,Chennai,153,Drizzle,Tuesday,32.1,60,2,0,Anna Nagar
2024-01-23 03:00:00,Chennai,350,Drizzle,Tuesday,35.5,81,3,0,T Nagar
2024-01-23 04:00:00,Chennai,433,Mist,Tuesday,31.7,79,4,0,OMR
2024-01-23 05:00:00,Chennai,352,Drizzle,Tuesday,26.8,64,5,0,Adyar
2024-01-23 06:00:00,Chennai,1452,Haze,Tuesday,35.7,74,6,0,Tambaram
2024-01-23 07:00:00,Chennai,1514,Haze,Tuesday,36.1,77,7,0,Anna Nagar
2024-01-23 08:00:00,Chennai,4761,Drizzle,Tuesday,37.6,68,8,1,T Nagar
2024-01-23 09:00:00,Chennai,6095,Clear,Tuesday,29.8,71,9,1,OMR
2024-01-23 10:00:00,Chennai,3002,Haze,Tuesday,27.4,74,10,1,Adyar
2024-01-23 11:00:00,Chennai,1794,Rain,Tuesday,36.1,76,11,0,Tambaram
2024-01-23 12:00:00,Chennai,802,Mist,Tuesday,34.3,87,12,0,Anna Nagar
2024-01-23 13:00:00,Chennai,735,Rain,Tuesday,29.6,82,13,0,T Nagar
2024-01-23 14:00:00,Chennai,869,Mist,Tuesday,30.4,64,14,0,OMR
2024-01-23 15:00:00,Chennai,2104,Haze,Tuesday,33.7,75,15,0,Adyar
2024-01-23 16:00:00,Chennai,1901,Haze,Tuesday,33.4,68,16,0,Tambaram
2024-01-23 17:00:00,Chennai,3326,Drizzle,Tuesday,26.8,62,17,1,Anna Nagar
2024-01-23 18:00:00,Chennai,5164,Rain,Tuesday,25.4,73,18,1,T Nagar
2024-01-23 19:00:00,Chennai,4501,Cloudy,Tuesday,30.3,69,19,1,OMR
2024-01-23 20:00:00,Chennai,3283,Drizzle,Tuesday,29.8,63,20,1,Adyar
2024-01-23 21:00:00,Chennai,882,Clear,Tuesday,34.2,87,21,0,Tambaram
2024-01-23 22:00:00,Chennai,644,Drizzle,Tuesday,34.4,66,22,0,Anna Nagar
2024-01-23 23:00:00,Chennai,195,Rain,Tuesday,35.6,76,23,0,T Nagar
2024-01-24 00:00:00,Chennai,538,Mist,Wednesday,31.0,80,0,0,OMR
2024-01-24 01:00:00,Chennai,425,Cloudy,Wednesday,27.9,85,1,0,Adyar
2024-01-24 02:00:00,Chennai,625,Mist,Wednesday,30.4,88,2,0,Tambaram
2024-01-24 03:00:00,Chennai,512,Mist,Wednesday,36.9,89,3,0,Anna Nagar
2024-01-24 04:00:00,Chennai,590,Clear,Wednesday,28.6,69,4,0,T Nagar
2024-01-24 05:00:00,Chennai,439,Mist,Wednesday,32.4,83,5,0,OMR
2024-01-24 06:00:00,Chennai,1660,Cloudy,Wednesday,33.7,78,6,0,Adyar
2024-01-24 07:00:00,Chennai,2259,Mist,Wednesday,37.4,64,7,0,Tambaram
2024-01-24 08:00:00,Chennai,3351,Clear,Wednesday,26.7,76,8,1,Anna Nagar
2024-01-24 09:00:00,Chennai,3355,Mist,Wednesday,33.0,81,9,1,T Nagar
2024-01-24 10:00:00,Chennai,5000,Drizzle,Wednesday,36.2,87,10,1,OMR
2024-01-24 11:00:00,Chennai,1561,Drizzle,Wednesday,28.8,85,11,0,Adyar
2024-01-24 12:00:00,Chennai,2251,Haze,Wednesday,26.5,76,12,0,Tambaram
2024-01-24 13:00:00,Chennai,874,Mist,Wednesday,29.2,71,13,0,Anna Nagar
2024-01-24 14:00:00,Chennai,2247,Cloudy,Wednesday,27.7,79,14,0,T Nagar
2024-01-24 15:00:00,Chennai,1503,Mist,Wednesday,26.5,63,15,0,OMR
2024-01-24 16:00:00,Chennai,1669,Mist,Wednesday,29.4,79,16,0,Adyar
2024-01-24 17:00:00,Chennai,4059,Mist,Wednesday,30.0,75,17,1,Tambaram
2024-01-24 18:00:00,Chennai,5257,Drizzle,Wednesday,32.5,78,18,1,Anna Nagar
2024-01-24 19:00:00,Chennai,3470,Rain,Wednesday,32.3,87,19,1,T Nagar
2024-01-24 20:00:00,Chennai,6038,Mist,Wednesday,26.4,68,20,1,OMR
2024-01-24 21:00:00,Chennai,1496,Cloudy,Wednesday,30.9,73,21,0,Adyar
2024-01-24 22:00:00,Chennai,901,Drizzle,Wednesday,25.5,75,22,0,Tambaram
2024-01-24 23:00:00,Chennai,328,Drizzle,Wednesday,32.6,69,23,0,Anna Nagar
2024-01-25 00:00:00,Chennai,481,Mist,Thursday,36.7,74,0,0,T Nagar
2024-01-25 01:00:00,Chennai,549,Mist,Thursday,37.5,83,1,0,OMR
2024-01-25 02:00:00,Chennai,338,Rain,Thursday,30.8,73,2,0,Adyar
2024-01-25 03:00:00,Chennai,626,Clear,Thursday,35.1,89,3,0,Tambaram
2024-01-25 04:00:00,Chennai,765,Clear,Thursday,33.9,89,4,0,Anna Nagar
2024-01-25 05:00:00,Chennai,536,Clear,Thursday,33.3,62,5,0,T Nagar
2024-01-25 06:00:00,Chennai,1364,Drizzle,Thursday,27.6,85,6,0,OMR
2024-01-25 07:00:00,Chennai,1590,Drizzle,Thursday,31.9,76,7,0,Adyar
2024-01-25 08:00:00,Chennai,5693,Clear,Thursday,31.7,63,8,1,Tambaram
2024-01-25 09:00:00,Chennai,3027,Haze,Thursday,31.3,83,9,1,Anna Nagar
2024-01-25 10:00:00,Chennai,6817,Haze,Thursday,29.3,77,10,1,T Nagar
2024-01-25 11:00:00,Chennai,1085,Rain,Thursday,35.2,89,11,0,OMR
2024-01-25 12:00:00,Chennai,850,Cloudy,Thursday,32.9,88,12,0,Adyar
2024-01-25 13:00:00,Chennai,2444,Clear,Thursday,30.9,69,13,0,Tambaram
2024-01-25 14:00:00,Chennai,1117,Clear,Thursday,28.8,79,14,0,Anna Nagar
2024-01-25 15:00:00,Chennai,2303,Mist,Thursday,36.7,61,15,0,T Nagar
2024-01-25 16:00:00,Chennai,2058,Haze,Thursday,32.7,80,16,0,OMR
2024-01-25 17:00:00,Chennai,6183,Clear,Thursday,28.3,70,17,1,Adyar
2024-01-25 18:00:00,Chennai,3743,Clear,Thursday,30.3,66,18,1,Tambaram
2024-01-25 19:00:00,Chennai,3596,Cloudy,Thursday,27.5,67,19,1,Anna Nagar
2024-01-25 20:00:00,Chennai,6893,Mist,Thursday,28.1,80,20,1,T Nagar
2024-01-25 21:00:00,Chennai,1684,Drizzle,Thursday,34.9,85,21,0,OMR
2024-01-25 22:00:00,Chennai,828,Cloudy,Thursday,37.5,81,22,0,Adyar
2024-01-25 23:00:00,Chennai,777,Haze,Thursday,25.5,71,23,0,Tambaram
2024-01-26 00:00:00,Chennai,425,Rain,Friday,31.2,67,0,0,Anna Nagar
2024-01-26 01:00:00,Chennai,625,Cloudy,Friday,37.9,85,1,0,T Nagar
2024-01-26 02:00:00,Chennai,551,Rain,Friday,26.6,78,2,0,OMR
